id,value1,category
1,1.764052345967664,C
2,0.4001572083672233,C
3,0.9787379841057392,A
4,2.240893199201458,B
5,1.8675579901499675,C
6,-0.977277879876411,D
7,0.9500884175255894,B
8,-0.1513572082976979,A
9,-0.10321885179355784,A
10,0.41059850193837233,B
11,0.144043571160878,A
12,1.454273506962975,B
13,0.7610377251469934,B
14,0.12167501649282841,A
15,0.44386323274542566,D
16,0.33367432737426683,B
17,1.4940790731576061,D
18,-0.20515826376580087,C
19,0.31306770165090136,D
20,-0.8540957393017248,D
21,-2.5529898158340787,D
22,0.6536185954403606,C
23,0.8644361988595057,C
24,-0.7421650204064419,C
25,2.2697546239876076,C
26,-1.4543656745987648,B
27,0.04575851730144607,C
28,-0.1871838500258336,D
29,1.5327792143584575,B
30,1.469358769900285,A
31,0.1549474256969163,D
32,0.37816251960217356,C
33,-0.8877857476301128,B
34,-1.980796468223927,D
35,-0.3479121493261526,D
36,0.15634896910398005,B
37,1.2302906807277207,B
38,1.2023798487844113,C
39,-0.3873268174079523,C
40,-0.30230275057533557,B
41,-1.0485529650670926,C
42,-1.4200179371789752,D
43,-1.7062701906250126,C
44,1.9507753952317897,B
45,-0.5096521817516535,B
46,-0.4380743016111864,B
47,-1.2527953600499262,A
48,0.7774903558319101,D
49,-1.6138978475579515,C
50,-0.2127402802139687,A
51,-0.8954665611936756,C
52,0.386902497859262,D
53,-0.510805137568873,D
54,-1.180632184122412,D
55,-0.028182228338654868,C
56,0.42833187053041766,A
57,0.06651722238316789,C
58,0.3024718977397814,D
59,-0.6343220936809636,D
60,-0.3627411659871381,D
61,-0.672460447775951,A
62,-0.3595531615405413,A
63,-0.813146282044454,C
64,-1.7262826023316769,B
65,0.17742614225375283,A
66,-0.4017809362082619,A
67,-1.6301983469660446,A
68,0.4627822555257742,A
69,-0.9072983643832422,C
70,0.05194539579613895,C
71,0.7290905621775369,D
72,0.12898291075741067,A
73,1.1394006845433007,C
74,-1.2348258203536526,B
75,0.402341641177549,C
76,-0.6848100909403132,B
77,-0.8707971491818818,D
78,-0.5788496647644155,D
79,-0.31155253212737266,D
80,0.05616534222974544,B
81,-1.1651498407833565,C
82,0.9008264869541871,C
83,0.46566243973045984,D
84,-1.5362436862772237,D
85,1.4882521937955997,B
86,1.8958891760305832,A
87,1.1787795711596507,B
88,-0.17992483581235091,A
89,-1.0707526215105425,D
90,1.0544517269311366,C
91,-0.40317694697317963,B
92,1.2224450703824274,D
93,0.2082749780768603,A
94,0.9766390364837128,C
95,0.3563663971744019,A
96,0.7065731681919482,A
97,0.010500020720820478,A
98,1.7858704939058352,B
99,0.12691209270361992,B
100,0.40198936344470165,C
101,1.8831506970562544,C
102,-1.3477590611424464,D
103,-1.2704849984857336,D
104,0.9693967081580112,D
105,-1.17312340511416,C
106,1.9436211856492926,D
107,-0.41361898075974735,A
108,-0.7474548114407578,B
109,1.9229420264803847,A
110,1.4805147914344243,B
111,1.8675589604265699,D
112,0.9060446582753853,A
113,-0.8612256850547025,D
114,1.9100649530990337,B
115,-0.2680033709513804,C
116,0.8024563957963952,C
117,0.947251967773748,C
118,-0.1550100930908342,D
119,0.6140793703460803,B
120,0.9222066715665268,A
121,0.37642553115562943,A
122,-1.0994007905841945,B
123,0.298238174206056,D
124,1.3263858966870303,D
125,-0.6945678597313655,A
126,-0.14963454032767076,A
127,-0.43515355172163744,C
128,1.8492637284793418,A
129,0.6722947570124355,A
130,0.40746183624111043,C
131,-0.7699160744453164,B
132,0.5392491912918173,C
133,-0.6743326606573761,B
134,0.03183055827435118,C
135,-0.635846078378881,C
136,0.6764332949464997,D
137,0.5765908166149409,B
138,-0.20829875557799488,C
139,0.3960067126616453,D
140,-1.0930615087305058,C
141,-1.4912575927056055,C
142,0.4393917012645369,A
143,0.16667349537252904,D
144,0.6350314368921064,A
145,2.383144774863942,C
146,0.9444794869904138,A
147,-0.9128222254441586,B
148,1.117016288095853,C
149,-1.3159074105115212,D
150,-0.461584604814709,C
151,-0.06824160532463124,C
152,1.7133427216493666,B
153,-0.7447548220484399,C
154,-0.8264385386590144,B
155,-0.0984525244254323,B
156,-0.6634782863621074,C
157,1.126635922106507,B
158,-1.0799315083634233,B
159,-1.1474686524111024,D
160,-0.43782004474443403,C
161,-0.4980324506923049,A
162,1.9295320538169858,B
163,0.9494208069257608,B
164,0.0875512413851909,D
165,-1.225435518830168,D
166,0.8443629764015471,B
167,-1.0002153473895647,D
168,-1.5447710967776116,D
169,1.1880297923523018,D
170,0.3169426119248496,D
171,0.920858823780819,C
172,0.3187276529430212,B
173,0.8568306119026912,C
174,-0.6510255933001469,B
175,-1.0342428417844647,C
176,0.681594518281627,B
177,-0.8034096641738411,C
178,-0.6895497777502005,B
179,-0.45553250351734315,C
180,0.01747915902505673,A
181,-0.35399391125348395,A
182,-1.3749512934180188,C
183,-0.6436184028328905,A
184,-2.2234031522244266,A
185,0.6252314510271875,C
186,-1.6020576556067476,A
187,-1.1043833394284506,D
188,0.052165079260974405,D
189,-0.7395629963913133,B
190,1.5430145954067358,B
191,-1.2928569097234486,C
192,0.26705086934918293,C
193,-0.0392828182274956,C
194,-1.1680934977411974,A
195,0.5232766605317537,A
196,-0.1715463312222481,A
197,0.7717905512136674,B
198,0.8235041539637314,D
199,2.16323594928069,A
200,1.336527949436392,D
201,-0.3691818379424436,B
202,-0.2393791775759264,D
203,1.0996595958871132,D
204,0.6552637307225978,A
205,0.640131526097592,B
206,-1.6169560443108344,B
207,-0.024326124398935636,B
208,-0.7380309092056887,A
209,0.27992459904323824,A
210,-0.09815038964295794,B
211,0.9101789080925919,D
212,0.31721821519130206,C
213,0.7863279621089762,A
214,-0.46641909673594306,B
215,-0.9444462559182504,B
216,-0.41004969320254847,D
217,-0.017020413861440594,B
218,0.3791517355550818,C
219,2.259308950690852,B
220,-0.04225715166064269,A
221,-0.955945000492777,B
222,-0.34598177569938643,A
223,-0.4635959746460942,A
224,0.4814814737734622,B
225,-1.5407970144446248,B
226,0.06326199420033171,B
227,0.1565065379653756,C
228,0.23218103620027578,D
229,-0.5973160689653627,D
230,-0.237921729736007,A
231,-1.4240609089825316,D
232,-0.49331988336219407,C
233,-0.5428614760167177,C
234,0.4160500462614255,D
235,-1.1561824318219127,A
236,0.7811981017099934,B
237,1.4944845444913688,D
238,-2.0699850250135325,C
239,0.42625873077810095,C
240,0.6769080350302455,C
241,-0.637437025552229,C
242,-0.39727181432879766,B
243,-0.13288057758695562,B
244,-0.2977908794017283,C
245,-0.3090129690471222,B
246,-1.6760038063299767,D
247,1.15233156478312,B
248,1.079618592036821,C
249,-0.8133642592042029,C
250,-1.466424327802514,B
251,0.5210648764527586,A
252,-0.5757879698130661,B
253,0.14195316332077967,D
254,-0.3193284171450952,D
255,0.6915387510701866,A
256,0.6947491436560059,C
257,-0.7255973784635843,A
258,-1.3833639553950554,D
259,-1.582938397335082,A
260,0.6103793791072052,D
261,-1.188859257784029,C
262,-0.5068163542986875,C
263,-0.5963140384505081,A
264,-0.05256729626954629,A
265,-1.936279805846507,B
266,0.18877859679382855,A
267,0.5238910238342056,C
268,0.08842208704466141,D
269,-0.3108861716984717,D
270,0.09740016626878341,A
271,0.3990463456401302,C
272,-2.77259275642665,D
273,1.9559123082506942,A
274,0.39009332268792646,D
275,-0.65240858238702,A
276,-0.3909533751876011,C
277,0.49374177734918845,A
278,-0.11610393903436653,D
279,-2.0306844677814944,B
280,2.0644928613593194,A
281,-0.11054065723247261,B
282,1.0201727117157997,A
283,-0.6920498477843912,C
284,1.5363770542457977,C
285,0.28634368889227957,A
286,0.6088438344754508,C
287,-1.0452533661469547,A
288,1.2111452896827009,B
289,0.6898181645347884,C
290,1.3018462295649984,C
291,-0.6280875596415789,B
292,-0.4810271184607877,D
293,2.303916697683942,B
294,-1.0600158227215473,A
295,-0.13594970067832082,A
296,1.1368913626026953,C
297,0.0977249677148556,A
298,0.5829536797532936,D
299,-0.3994490292628752,A
300,0.37005588784751875,A
301,-1.3065268517353166,C
302,1.658130679618188,C
303,-0.11816404512856976,D
304,-0.6801782039968504,D
305,0.6663830820319143,C
306,-0.4607197873885533,D
307,-1.3342584714027534,C
308,-1.3467175057975553,C
309,0.6937731526901325,B
310,-0.1595734381462669,A
311,-0.13370155966843916,C
312,1.0777438059762627,A
313,-1.1268258087567435,D
314,-0.7306777528648248,A
315,-0.38487980918127546,B
316,0.094351589317074,B
317,-0.042171451290578935,C
318,-0.2868871923899076,A
319,-0.0616264020956474,C
320,-0.10730527629117469,B
321,-0.7196043885517929,B
322,-0.8129929885540773,D
323,0.2745163577239395,D
324,-0.8909150829955279,A
325,-1.1573552591908536,A
326,-0.3122922511256933,B
327,-0.1576670161638159,A
328,2.2567234972982093,D
329,-0.7047002758562337,A
330,0.9432607249694948,D
331,0.7471883342046318,B
332,-1.188944955203736,D
333,0.7732529774025997,D
334,-1.1838806401933177,B
335,-2.659172237996741,D
336,0.6063195243593807,C
337,-1.7558905834377194,C
338,0.45093446180591484,B
339,-0.6840108977372166,B
340,1.6595507961898721,A
341,1.068509399316009,A
342,-0.45338580385138766,C
343,-0.6878376110286823,A
344,-1.2140774030941206,B
345,-0.4409226322925914,C
346,-0.2803554951845091,B
347,-0.3646935443916854,A
348,0.15670385527236397,D
349,0.5785214977288784,A
350,0.349654456993174,C
351,-0.764143923906443,C
352,-1.4377914738015785,D
353,1.3645318481024713,C
354,-0.6894491845499376,A
355,-0.6522935999350191,A
356,-0.5211893123011109,A
357,-1.8430695501566485,B
358,-0.4779740040404867,C
359,-0.47965581400794766,D
360,0.6203582983435125,B
361,0.698457149107336,B
362,0.00377088908626934,B
363,0.9318483741143037,B
364,0.339964983801262,A
365,-0.01568211160255477,D
366,0.16092816829822298,C
367,-0.19065349358139935,B
368,-0.3948495140334503,D
369,-0.26773353689396645,C
370,-1.1280113314700069,B
371,0.280441705316296,C
372,-0.9931236109295807,B
373,0.8416312640736364,B
374,-0.24945858016094885,B
375,0.04949498165009074,B
376,0.49383677628095635,D
377,0.6433144650629279,A
378,-1.5706234086334527,A
379,-0.20690367616397173,B
380,0.8801789120807822,A
381,-1.6981058194322545,B
382,0.3872804753950634,A
383,-2.2555642294021894,B
384,-1.0225068436356035,C
385,0.0386305518401881,C
386,-1.6567151023219537,A
387,-0.9855107376841507,D
388,-1.4718350074635869,B
389,1.6481349322075596,C
390,0.16422775548733395,B
391,0.5672902778526694,D
392,-0.2226751005151545,C
393,-0.35343174875719907,D
394,-1.6164741886510325,D
395,-0.2918373627478628,D
396,-0.7614922118116233,C
397,0.8579239242923363,B
398,1.1411018666575734,D
399,1.4665787155741776,B
400,0.852551939461232,B
401,-0.5986539369229861,B
402,-1.1158969859603944,C
403,0.7666631816450861,C
404,0.3562928174722889,C
405,-1.7685384506770307,A
406,0.35548179274376907,A
407,0.8145198224878664,D
408,0.05892558918162996,D
409,-0.18505367100934153,B
410,-0.8076484876163557,B
411,-1.4465346995633879,C
412,0.8002979493400275,B
413,-0.3091144447717088,D
414,-0.23346666154369272,C
415,1.7327211869191332,C
416,0.6845011068591904,A
417,0.3708250012811021,C
418,0.14206180518723566,B
419,1.5199948607657727,A
420,1.7195893074161945,C
421,0.9295051114795281,D
422,0.5822245913979243,A
423,-2.0946030712061448,D
424,0.12372191423350658,C
425,-0.130106954193704,C
426,0.09395322938556872,D
427,0.9430460873225178,A
428,-2.7396771671895563,D
429,-0.5693120534701851,D
430,0.26990435494076137,C
431,-0.4668455460527625,B
432,-1.4169061131262595,C
433,0.8689634868967954,D
434,0.27687190584612803,C
435,-0.9711045704444846,B
436,0.3148172045158238,D
437,0.8215857120497958,C
438,0.005292646299360854,D
439,0.8005648034309968,C
440,0.07826017516166135,A
441,-0.39522898265435435,D
442,-1.159420516399913,C
443,-0.08593076697161273,A
444,0.19429293804577166,D
445,0.8758327615873309,A
